left_eye_from_center,right_eye_from_center,start_time,end_time,left_eye_dim,right_eye_dim,left_eye_x,right_eye_x,duration,slide
"[-7.5, -2.5]","[3.0, -1.0]",50.166666666666664,50.2,"(40, 81)","(41, 83)",-7.5,3.0,0.033333333333338544,8
"[-7.5, -3.0]","[3.5, -1.5]",50.2,50.233333333333334,"(40, 80)","(40, 81)",-7.5,3.5,0.03333333333333144,8
"[-8.0, -3.0]","[5.5, -1.0]",50.233333333333334,50.266666666666666,"(38, 78)","(38, 78)",-8.0,5.5,0.03333333333333144,8
"[-7.0, -3.0]","[5.0, -1.0]",50.266666666666666,50.3,"(39, 81)","(40, 81)",-7.0,5.0,0.03333333333333144,8
"[-5.5, -2.5]","[5.5, -1.0]",50.3,50.333333333333336,"(39, 83)","(41, 82)",-5.5,5.5,0.033333333333338544,8
"[-7.5, -3.5]","[4.0, -1.5]",50.333333333333336,50.36666666666667,"(40, 81)","(41, 81)",-7.5,4.0,0.03333333333333144,8
"[-6.5, -3.0]","[5.5, -1.5]",50.36666666666667,50.4,"(40, 81)","(40, 83)",-6.5,5.5,0.03333333333333144,8
"[-6.5, -3.0]","[3.5, -1.0]",50.4,50.43333333333333,"(41, 81)","(43, 81)",-6.5,3.5,0.03333333333333144,8
"[-5.5, -3.5]","[5.5, -1.5]",50.43333333333333,50.46666666666667,"(40, 80)","(41, 83)",-5.5,5.5,0.033333333333338544,8
"[-6.0, -3.0]","[4.5, -0.5]",50.46666666666667,50.5,"(41, 81)","(42, 80)",-6.0,4.5,0.03333333333333144,8
"[-5.5, -2.5]","[6.0, -1.0]",50.5,50.53333333333333,"(40, 80)","(41, 77)",-5.5,6.0,0.03333333333333144,8
"[-5.0, -3.0]","[7.5, -0.5]",50.53333333333333,50.56666666666666,"(38, 81)","(39, 78)",-5.0,7.5,0.03333333333333144,8
"[-4.5, -2.0]","[7.0, -0.5]",50.56666666666666,50.6,"(39, 80)","(39, 80)",-4.5,7.0,0.033333333333338544,8
"[-4.0, -2.5]","[7.0, -0.5]",50.6,50.63333333333333,"(39, 80)","(40, 79)",-4.0,7.0,0.03333333333333144,8
"[-4.0, -2.5]","[7.5, -1.0]",50.63333333333333,50.666666666666664,"(39, 81)","(40, 82)",-4.0,7.5,0.03333333333333144,8
"[-3.5, -2.5]","[7.0, 0.0]",50.666666666666664,50.7,"(39, 80)","(39, 79)",-3.5,7.0,0.033333333333338544,8
"[-4.0, -2.5]","[8.5, -0.5]",50.7,50.733333333333334,"(39, 81)","(39, 79)",-4.0,8.5,0.03333333333333144,8
"[-2.5, -2.5]","[8.5, -0.5]",50.733333333333334,50.766666666666666,"(35, 77)","(35, 75)",-2.5,8.5,0.03333333333333144,8
"[-8.5, -2.5]","[5.5, -0.5]",50.766666666666666,50.8,"(36, 79)","(37, 76)",-8.5,5.5,0.03333333333333144,8
"[-9.5, -3.0]","[3.0, -0.5]",50.8,50.833333333333336,"(36, 79)","(37, 77)",-9.5,3.0,0.033333333333338544,8
"[-10.5, -3.0]","[2.5, -1.5]",50.833333333333336,50.86666666666667,"(37, 79)","(37, 77)",-10.5,2.5,0.03333333333333144,8
"[-10.5, -2.5]","[2.5, -0.5]",50.86666666666667,50.9,"(38, 79)","(38, 76)",-10.5,2.5,0.03333333333333144,8
"[-9.5, -3.0]","[4.0, 0.0]",50.9,50.93333333333333,"(38, 79)","(38, 77)",-9.5,4.0,0.03333333333333144,8
"[-8.5, -3.0]","[3.5, -1.0]",50.93333333333333,50.96666666666667,"(37, 80)","(38, 78)",-8.5,3.5,0.033333333333338544,8
"[-9.0, -2.5]","[2.0, -1.0]",50.96666666666667,51.0,"(37, 80)","(38, 79)",-9.0,2.0,0.03333333333333144,8
"[-10.0, -1.5]","[1.5, -1.0]",51.0,51.03333333333333,"(36, 80)","(37, 80)",-10.0,1.5,0.03333333333333144,8
"[-9.0, -1.0]","[3.0, -1.5]",51.03333333333333,51.06666666666666,"(37, 82)","(36, 78)",-9.0,3.0,0.03333333333333144,8
"[-9.0, -0.5]","[4.0, -2.0]",51.06666666666666,51.1,"(38, 79)","(35, 78)",-9.0,4.0,0.033333333333338544,8
"[-8.5, 0.0]","[3.0, -1.5]",51.1,51.13333333333333,"(38, 80)","(34, 79)",-8.5,3.0,0.03333333333333144,8
"[-8.0, 0.0]","[2.5, -1.0]",51.13333333333333,51.166666666666664,"(39, 78)","(36, 79)",-8.0,2.5,0.03333333333333144,8
"[-8.0, -0.5]","[3.5, -1.0]",51.166666666666664,51.2,"(39, 81)","(36, 79)",-8.0,3.5,0.033333333333338544,8
"[-8.5, 0.5]","[2.5, -1.0]",51.2,51.233333333333334,"(39, 81)","(36, 79)",-8.5,2.5,0.03333333333333144,8
"[-8.5, 0.5]","[2.5, -1.0]",51.233333333333334,51.266666666666666,"(38, 79)","(34, 79)",-8.5,2.5,0.03333333333333144,8
"[-6.5, -1.0]","[3.5, -1.0]",51.266666666666666,51.3,"(37, 79)","(34, 80)",-6.5,3.5,0.03333333333333144,8
"[-6.5, -0.5]","[4.0, -1.0]",51.3,51.333333333333336,"(31, 77)","(29, 77)",-6.5,4.0,0.033333333333338544,8
"[-4.5, -0.5]","[1.5, -0.5]",51.333333333333336,51.36666666666667,"(30, 76)","(30, 77)",-4.5,1.5,0.03333333333333144,8
"[-6.0, 0.0]","[1.5, -1.0]",51.36666666666667,51.4,"(31, 78)","(31, 78)",-6.0,1.5,0.03333333333333144,8
"[-6.0, -0.5]","[5.0, -0.5]",51.4,51.43333333333333,"(31, 78)","(31, 78)",-6.0,5.0,0.03333333333333144,8
"[-6.0, -0.5]","[6.0, -0.5]",51.43333333333333,51.46666666666667,"(33, 80)","(32, 80)",-6.0,6.0,0.033333333333338544,8
"[-5.0, -0.5]","[5.0, 0.0]",51.46666666666667,51.5,"(32, 80)","(32, 80)",-5.0,5.0,0.03333333333333144,8
"[-7.0, -1.0]","[4.0, 0.0]",51.5,51.53333333333333,"(32, 79)","(32, 78)",-7.0,4.0,0.03333333333333144,8
"[-5.5, -1.0]","[5.0, -1.0]",51.53333333333333,51.56666666666666,"(31, 79)","(32, 80)",-5.5,5.0,0.03333333333333144,8
"[-5.5, -0.5]","[6.0, 0.0]",51.56666666666666,51.6,"(31, 79)","(31, 81)",-5.5,6.0,0.033333333333338544,8
"[-5.5, -0.5]","[5.5, -0.5]",51.6,51.63333333333333,"(30, 76)","(32, 80)",-5.5,5.5,0.03333333333333144,8
"[-6.0, -1.0]","[5.0, 0.0]",51.63333333333333,51.666666666666664,"(29, 77)","(30, 79)",-6.0,5.0,0.03333333333333144,8
"[-6.5, -0.5]","[5.5, 0.0]",51.666666666666664,51.7,"(28, 77)","(29, 79)",-6.5,5.5,0.033333333333338544,8
"[-4.5, -1.0]","[2.5, -0.5]",51.7,51.733333333333334,"(27, 79)","(27, 82)",-4.5,2.5,0.03333333333333144,8
"[-5.5, -0.5]","[3.0, -0.5]",51.733333333333334,51.766666666666666,"(28, 78)","(27, 82)",-5.5,3.0,0.03333333333333144,8
"[-3.0, -1.0]","[4.0, -0.5]",51.766666666666666,51.8,"(29, 79)","(29, 84)",-3.0,4.0,0.03333333333333144,8
"[-6.5, -0.5]","[6.0, -0.5]",51.8,51.833333333333336,"(31, 82)","(33, 85)",-6.5,6.0,0.033333333333338544,8
"[-7.0, -1.5]","[5.5, -0.5]",51.833333333333336,51.86666666666667,"(34, 81)","(36, 82)",-7.0,5.5,0.03333333333333144,8
"[-7.5, -1.0]","[5.0, 0.0]",51.86666666666667,51.9,"(36, 82)","(37, 82)",-7.5,5.0,0.03333333333333144,8
"[-7.0, -2.0]","[6.0, -0.5]",51.9,51.93333333333333,"(35, 84)","(37, 83)",-7.0,6.0,0.03333333333333144,8
"[-8.0, -1.5]","[3.5, -0.5]",51.93333333333333,51.96666666666667,"(32, 79)","(33, 77)",-8.0,3.5,0.033333333333338544,8
"[-4.5, -2.0]","[0.5, -1.5]",51.96666666666667,52.0,"(35, 81)","(37, 81)",-4.5,0.5,0.03333333333333144,8
"[-7.5, -2.5]","[3.5, -1.5]",52.0,52.03333333333333,"(35, 80)","(37, 79)",-7.5,3.5,0.03333333333333144,8
"[-7.0, -2.5]","[4.5, -0.5]",52.03333333333333,52.06666666666666,"(37, 80)","(38, 77)",-7.0,4.5,0.03333333333333144,8
"[-6.0, -1.5]","[5.5, -1.0]",52.06666666666666,52.1,"(37, 82)","(39, 80)",-6.0,5.5,0.033333333333338544,8
"[-6.0, -2.5]","[5.0, -0.5]",52.1,52.13333333333333,"(39, 85)","(40, 83)",-6.0,5.0,0.03333333333333144,8
"[-5.5, -2.5]","[4.5, -1.0]",52.13333333333333,52.166666666666664,"(38, 84)","(39, 85)",-5.5,4.5,0.03333333333333144,8
"[-5.0, -2.0]","[4.5, -0.5]",52.166666666666664,52.2,"(37, 83)","(38, 84)",-5.0,4.5,0.033333333333338544,8
"[-5.5, -1.5]","[5.0, -1.0]",52.2,52.233333333333334,"(36, 83)","(38, 84)",-5.5,5.0,0.03333333333333144,8
"[-5.5, -2.0]","[4.0, -1.0]",52.233333333333334,52.266666666666666,"(37, 83)","(38, 84)",-5.5,4.0,0.03333333333333144,8
"[-5.5, -2.5]","[6.0, -1.0]",52.266666666666666,52.3,"(31, 81)","(34, 79)",-5.5,6.0,0.03333333333333144,8
"[-8.5, -1.5]","[1.5, -1.0]",52.3,52.333333333333336,"(31, 80)","(33, 78)",-8.5,1.5,0.033333333333338544,8
"[-9.0, -1.5]","[3.0, -0.5]",52.333333333333336,52.36666666666667,"(31, 82)","(34, 81)",-9.0,3.0,0.03333333333333144,8
"[-9.0, -1.5]","[0.5, -1.0]",52.36666666666667,52.4,"(31, 82)","(34, 81)",-9.0,0.5,0.03333333333333144,8
"[-9.0, -1.5]","[0.5, -1.0]",52.4,52.43333333333333,"(34, 78)","(35, 78)",-9.0,0.5,0.03333333333333144,8
"[-9.0, -1.0]","[4.0, -0.5]",52.43333333333333,52.46666666666667,"(36, 79)","(37, 80)",-9.0,4.0,0.033333333333338544,8
"[-8.5, -1.0]","[4.0, -0.5]",52.46666666666667,52.5,"(36, 81)","(37, 83)",-8.5,4.0,0.03333333333333144,8
"[-8.5, -1.0]","[3.5, -1.5]",52.5,52.53333333333333,"(37, 82)","(39, 83)",-8.5,3.5,0.03333333333333144,8
"[-7.0, -1.5]","[3.5, -1.5]",52.53333333333333,52.56666666666666,"(36, 82)","(38, 84)",-7.0,3.5,0.03333333333333144,8
"[-8.0, -2.0]","[2.0, -1.0]",52.56666666666666,52.6,"(35, 79)","(37, 81)",-8.0,2.0,0.033333333333338544,8
"[-8.5, -1.5]","[1.5, -0.5]",52.6,52.63333333333333,"(30, 79)","(34, 81)",-8.5,1.5,0.03333333333333144,8
"[-8.5, -1.0]","[0.5, 0.0]",52.63333333333333,52.666666666666664,"(33, 78)","(35, 79)",-8.5,0.5,0.03333333333333144,8
"[-9.0, -1.5]","[1.5, -0.5]",52.666666666666664,52.7,"(35, 81)","(36, 84)",-9.0,1.5,0.033333333333338544,8
"[-9.5, -1.5]","[0.0, -1.0]",52.7,52.733333333333334,"(37, 82)","(37, 84)",-9.5,0.0,0.03333333333333144,8
"[-11.0, -1.5]","[-1.0, -1.5]",52.733333333333334,52.766666666666666,"(38, 83)","(39, 85)",-11.0,-1.0,0.03333333333333144,8
"[-10.5, -2.0]","[0.5, -1.5]",52.766666666666666,52.8,"(37, 81)","(38, 85)",-10.5,0.5,0.03333333333333144,8
"[-10.5, -1.5]","[-0.5, -1.0]",52.8,52.833333333333336,"(38, 81)","(38, 84)",-10.5,-0.5,0.033333333333338544,8
"[-9.5, -1.0]","[1.0, -1.0]",52.833333333333336,52.86666666666667,"(37, 82)","(39, 84)",-9.5,1.0,0.03333333333333144,8
"[-9.0, -1.5]","[2.0, -1.5]",52.86666666666667,52.9,"(37, 81)","(38, 84)",-9.0,2.0,0.03333333333333144,8
"[-8.5, -1.5]","[2.0, -1.0]",52.9,52.93333333333333,"(37, 82)","(38, 86)",-8.5,2.0,0.03333333333333144,8
"[-9.0, -1.5]","[2.0, -1.0]",52.93333333333333,52.96666666666667,"(38, 82)","(38, 84)",-9.0,2.0,0.033333333333338544,8
"[-9.0, -1.0]","[3.0, -1.0]",52.96666666666667,53.0,"(38, 83)","(40, 86)",-9.0,3.0,0.03333333333333144,8
"[-8.5, -1.0]","[2.0, -1.0]",53.0,53.03333333333333,"(36, 81)","(37, 80)",-8.5,2.0,0.03333333333333144,8
"[-7.5, -1.0]","[4.0, -0.5]",53.03333333333333,53.06666666666666,"(37, 86)","(40, 83)",-7.5,4.0,0.03333333333333144,8
"[-8.0, -1.5]","[3.5, -1.0]",53.06666666666666,53.1,"(37, 83)","(36, 78)",-8.0,3.5,0.033333333333338544,8
"[-8.5, -1.5]","[3.0, -1.0]",53.1,53.13333333333333,"(37, 83)","(36, 78)",-8.5,3.0,0.03333333333333144,8
"[-8.5, -1.5]","[3.0, -1.0]",53.13333333333333,53.166666666666664,"(37, 83)","(36, 78)",-8.5,3.0,0.03333333333333144,8
"[-8.5, -1.5]","[3.0, -1.0]",53.166666666666664,53.2,"(37, 83)","(36, 78)",-8.5,3.0,0.033333333333338544,8
"[-8.5, -1.5]","[3.0, -1.0]",53.2,53.233333333333334,"(40, 87)","(40, 79)",-8.5,3.0,0.03333333333333144,8
"[-6.5, -3.0]","[4.5, -2.0]",53.233333333333334,53.266666666666666,"(39, 83)","(37, 70)",-6.5,4.5,0.03333333333333144,8
"[-4.5, -3.5]","[3.0, -1.5]",53.266666666666666,53.3,"(41, 81)","(40, 70)",-4.5,3.0,0.03333333333333144,8
"[-8.5, -3.5]","[3.0, -2.0]",53.3,53.333333333333336,"(45, 81)","(43, 75)",-8.5,3.0,0.033333333333338544,8
"[-5.5, -4.5]","[2.5, -1.5]",53.333333333333336,53.36666666666667,"(45, 80)","(41, 73)",-5.5,2.5,0.03333333333333144,8
"[-7.0, -4.5]","[3.5, -1.5]",53.36666666666667,53.4,"(44, 82)","(42, 74)",-7.0,3.5,0.03333333333333144,8
"[-6.0, -4.0]","[3.0, -2.0]",53.4,53.43333333333333,"(45, 80)","(42, 73)",-6.0,3.0,0.03333333333333144,8
"[-7.0, -4.5]","[3.5, -2.0]",53.43333333333333,53.46666666666667,"(45, 80)","(42, 73)",-7.0,3.5,0.033333333333338544,8
"[-7.0, -4.5]","[3.5, -2.0]",53.46666666666667,53.5,"(45, 80)","(42, 73)",-7.0,3.5,0.03333333333333144,8
"[-7.0, -4.5]","[3.5, -2.0]",53.5,53.53333333333333,"(44, 81)","(44, 81)",-7.0,3.5,0.03333333333333144,8
"[-2.5, -3.0]","[8.5, 0.0]",53.53333333333333,53.56666666666666,"(46, 80)","(46, 80)",-2.5,8.5,0.03333333333333144,8
"[-2.0, -3.0]","[9.0, -1.0]",53.56666666666666,53.6,"(44, 78)","(43, 80)",-2.0,9.0,0.033333333333338544,8
"[-1.0, -2.0]","[9.0, 0.5]",53.6,53.63333333333333,"(43, 77)","(42, 80)",-1.0,9.0,0.03333333333333144,8
"[-0.5, -2.5]","[9.0, 0.0]",53.63333333333333,53.666666666666664,"(41, 79)","(41, 79)",-0.5,9.0,0.03333333333333144,8
"[-0.5, -2.5]","[8.5, -0.5]",53.666666666666664,53.7,"(39, 80)","(39, 80)",-0.5,8.5,0.033333333333338544,8
"[-2.0, -1.5]","[8.0, -0.5]",53.7,53.733333333333334,"(38, 80)","(37, 79)",-2.0,8.0,0.03333333333333144,8
"[-8.0, -1.0]","[4.5, -1.5]",53.733333333333334,53.766666666666666,"(37, 80)","(37, 79)",-8.0,4.5,0.03333333333333144,8
"[-10.0, -1.5]","[1.5, -1.5]",53.766666666666666,53.8,"(36, 80)","(36, 77)",-10.0,1.5,0.03333333333333144,8
"[-10.0, -1.0]","[0.5, -1.0]",53.8,53.833333333333336,"(36, 81)","(36, 78)",-10.0,0.5,0.033333333333338544,8
"[-10.5, -1.0]","[1.0, -1.0]",53.833333333333336,53.86666666666667,"(37, 81)","(36, 80)",-10.5,1.0,0.03333333333333144,8
"[-9.5, -1.5]","[1.0, -1.0]",53.86666666666667,53.9,"(37, 83)","(37, 82)",-9.5,1.0,0.03333333333333144,8
"[-9.5, -0.5]","[0.0, -1.5]",53.9,53.93333333333333,"(37, 83)","(37, 82)",-9.5,0.0,0.03333333333333144,8
"[-9.5, -0.5]","[0.0, -1.5]",53.93333333333333,53.96666666666667,"(39, 79)","(37, 78)",-9.5,0.0,0.033333333333338544,8
"[-9.5, 0.5]","[1.0, -1.5]",53.96666666666667,54.0,"(40, 80)","(39, 78)",-9.5,1.0,0.03333333333333144,8
"[-8.0, 0.0]","[2.0, -0.5]",54.0,54.03333333333333,"(40, 80)","(39, 78)",-8.0,2.0,0.03333333333333144,8
"[-8.0, 0.0]","[2.0, -0.5]",54.03333333333333,54.06666666666666,"(40, 80)","(39, 78)",-8.0,2.0,0.03333333333333144,8
"[-8.0, 0.0]","[2.0, -0.5]",54.06666666666666,54.1,"(41, 79)","(39, 79)",-8.0,2.0,0.033333333333338544,8
"[-8.5, 0.5]","[-0.5, -1.5]",54.1,54.13333333333333,"(41, 79)","(39, 79)",-8.5,-0.5,0.03333333333333144,8
"[-7.5, 0.5]","[-0.5, -1.5]",54.13333333333333,54.166666666666664,"(41, 81)","(39, 80)",-7.5,-0.5,0.03333333333333144,8
"[-8.5, 0.5]","[-1.0, -1.5]",54.166666666666664,54.2,"(40, 83)","(41, 80)",-8.5,-1.0,0.033333333333338544,8
"[-8.5, 1.0]","[0.0, -1.5]",54.2,54.233333333333334,"(41, 82)","(40, 78)",-8.5,0.0,0.03333333333333144,8
"[-8.0, 0.5]","[0.0, -2.0]",54.233333333333334,54.266666666666666,"(40, 80)","(40, 77)",-8.0,0.0,0.03333333333333144,8
"[-9.0, 1.0]","[0.5, -2.0]",54.266666666666666,54.3,"(40, 83)","(38, 76)",-9.0,0.5,0.03333333333333144,8
"[-8.5, 1.0]","[0.0, -1.0]",54.3,54.333333333333336,"(37, 83)","(37, 75)",-8.5,0.0,0.033333333333338544,8
"[-9.5, -0.5]","[2.5, -1.5]",54.333333333333336,54.36666666666667,"(37, 83)","(37, 75)",-9.5,2.5,0.03333333333333144,8
"[-9.5, -0.5]","[2.5, -1.5]",54.36666666666667,54.4,"(37, 83)","(37, 75)",-9.5,2.5,0.03333333333333144,8
"[-9.5, -0.5]","[2.5, -1.5]",54.4,54.43333333333333,"(37, 83)","(37, 75)",-9.5,2.5,0.03333333333333144,8
"[-9.5, -0.5]","[2.5, -1.5]",54.43333333333333,54.46666666666667,"(37, 83)","(37, 75)",-9.5,2.5,0.033333333333338544,8
"[-9.5, -0.5]","[2.5, -1.5]",54.46666666666667,54.5,"(37, 83)","(37, 75)",-9.5,2.5,0.03333333333333144,8
"[-9.5, -0.5]","[2.5, -1.5]",54.5,54.53333333333333,"(38, 85)","(38, 76)",-9.5,2.5,0.03333333333333144,8
"[-8.5, 0.0]","[2.0, -2.0]",54.53333333333333,54.56666666666666,"(40, 87)","(38, 80)",-8.5,2.0,0.03333333333333144,8
"[-7.5, -1.0]","[1.0, -1.0]",54.56666666666666,54.6,"(41, 85)","(41, 77)",-7.5,1.0,0.033333333333338544,8
"[-7.5, -1.5]","[2.5, -1.5]",54.6,54.63333333333333,"(40, 85)","(39, 76)",-7.5,2.5,0.03333333333333144,8
"[-8.5, -1.0]","[3.0, -1.5]",54.63333333333333,54.666666666666664,"(39, 85)","(38, 78)",-8.5,3.0,0.03333333333333144,8
"[-7.5, -1.5]","[4.0, -2.0]",54.666666666666664,54.7,"(39, 85)","(38, 78)",-7.5,4.0,0.033333333333338544,8
"[-7.5, -1.5]","[4.0, -2.0]",54.7,54.733333333333334,"(39, 85)","(38, 78)",-7.5,4.0,0.03333333333333144,8
"[-7.5, -1.5]","[4.0, -2.0]",54.733333333333334,54.766666666666666,"(39, 85)","(38, 78)",-7.5,4.0,0.03333333333333144,8
"[-7.5, -1.5]","[4.0, -2.0]",54.766666666666666,54.8,"(39, 85)","(38, 78)",-7.5,4.0,0.03333333333333144,8
"[-7.5, -1.5]","[4.0, -2.0]",54.8,54.833333333333336,"(39, 85)","(38, 78)",-7.5,4.0,0.033333333333338544,8
"[-7.5, -1.5]","[4.0, -2.0]",54.833333333333336,54.86666666666667,"(39, 85)","(38, 78)",-7.5,4.0,0.03333333333333144,8
"[-7.5, -1.5]","[4.0, -2.0]",54.86666666666667,54.9,"(36, 83)","(36, 79)",-7.5,4.0,0.03333333333333144,8
"[-7.5, -1.0]","[5.5, -1.0]",54.9,54.93333333333333,"(37, 84)","(36, 80)",-7.5,5.5,0.03333333333333144,8
"[-7.0, -1.5]","[6.0, -1.0]",54.93333333333333,54.96666666666667,"(36, 85)","(37, 81)",-7.0,6.0,0.033333333333338544,8
"[-6.5, -2.0]","[4.5, -0.5]",54.96666666666667,55.0,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.0,55.03333333333333,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.03333333333333,55.06666666666666,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.06666666666666,55.1,"(36, 85)","(37, 81)",-6.5,4.5,0.033333333333338544,8
"[-6.5, -2.0]","[4.5, -0.5]",55.1,55.13333333333333,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.13333333333333,55.166666666666664,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.166666666666664,55.2,"(36, 85)","(37, 81)",-6.5,4.5,0.033333333333338544,8
"[-6.5, -2.0]","[4.5, -0.5]",55.2,55.233333333333334,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.233333333333334,55.266666666666666,"(36, 85)","(37, 81)",-6.5,4.5,0.03333333333333144,8
"[-6.5, -2.0]","[4.5, -0.5]",55.266666666666666,55.3,"(37, 86)","(36, 81)",-6.5,4.5,0.03333333333333144,8
"[-5.0, -1.5]","[6.5, -1.0]",55.3,55.333333333333336,"(37, 86)","(36, 81)",-5.0,6.5,0.033333333333338544,8
"[-5.0, -1.5]","[6.5, -1.0]",55.333333333333336,55.36666666666667,"(39, 86)","(38, 75)",-5.0,6.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.36666666666667,55.4,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.4,55.43333333333333,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.43333333333333,55.46666666666667,"(39, 86)","(38, 75)",-6.0,4.5,0.033333333333338544,8
"[-6.0, -0.5]","[4.5, -1.0]",55.46666666666667,55.5,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.5,55.53333333333333,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.53333333333333,55.56666666666666,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.56666666666666,55.6,"(39, 86)","(38, 75)",-6.0,4.5,0.033333333333338544,8
"[-6.0, -0.5]","[4.5, -1.0]",55.6,55.63333333333333,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.63333333333333,55.666666666666664,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.666666666666664,55.7,"(39, 86)","(38, 75)",-6.0,4.5,0.033333333333338544,8
"[-6.0, -0.5]","[4.5, -1.0]",55.7,55.733333333333334,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.733333333333334,55.766666666666666,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.766666666666666,55.8,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.8,55.833333333333336,"(39, 86)","(38, 75)",-6.0,4.5,0.033333333333338544,8
"[-6.0, -0.5]","[4.5, -1.0]",55.833333333333336,55.86666666666667,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.86666666666667,55.9,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.9,55.93333333333333,"(39, 86)","(38, 75)",-6.0,4.5,0.03333333333333144,8
"[-6.0, -0.5]","[4.5, -1.0]",55.93333333333333,55.96666666666667,"(36, 80)","(35, 81)",-6.0,4.5,0.033333333333338544,8
"[-9.0, -1.0]","[2.5, -0.5]",55.96666666666667,56.0,"(36, 79)","(36, 82)",-9.0,2.5,0.03333333333333144,8
"[-8.5, -1.0]","[2.0, -1.0]",56.0,56.03333333333333,"(35, 79)","(36, 81)",-8.5,2.0,0.03333333333333144,8
"[-8.5, -0.5]","[2.5, -1.0]",56.03333333333333,56.06666666666666,"(34, 81)","(36, 81)",-8.5,2.5,0.03333333333333144,8
"[-7.5, -1.0]","[2.5, -1.0]",56.06666666666666,56.1,"(33, 78)","(36, 79)",-7.5,2.5,0.033333333333338544,8
"[-8.0, -0.5]","[3.5, 0.0]",56.1,56.13333333333333,"(33, 77)","(35, 80)",-8.0,3.5,0.03333333333333144,8
"[-8.5, -0.5]","[4.0, -0.5]",56.13333333333333,56.166666666666664,"(35, 81)","(37, 84)",-8.5,4.0,0.03333333333333144,8
"[-8.5, -1.5]","[3.0, -0.5]",56.166666666666664,56.2,"(33, 80)","(36, 82)",-8.5,3.0,0.033333333333338544,8
"[-9.0, -1.5]","[2.0, -1.0]",56.2,56.233333333333334,"(32, 78)","(34, 80)",-9.0,2.0,0.03333333333333144,8
"[-9.0, -1.0]","[3.0, -1.0]",56.233333333333334,56.266666666666666,"(33, 78)","(34, 79)",-9.0,3.0,0.03333333333333144,8
"[-9.0, -1.5]","[2.5, -1.0]",56.266666666666666,56.3,"(33, 78)","(33, 77)",-9.0,2.5,0.03333333333333144,8
"[-9.0, -0.5]","[3.5, -0.5]",56.3,56.333333333333336,"(32, 77)","(33, 77)",-9.0,3.5,0.033333333333338544,8
"[-7.5, -1.0]","[4.5, -0.5]",56.333333333333336,56.36666666666667,"(33, 78)","(34, 78)",-7.5,4.5,0.03333333333333144,8
"[-8.0, -1.5]","[4.0, -1.0]",56.36666666666667,56.4,"(34, 80)","(35, 80)",-8.0,4.0,0.03333333333333144,8
"[-8.0, -1.0]","[2.0, -1.5]",56.4,56.43333333333333,"(34, 80)","(35, 81)",-8.0,2.0,0.03333333333333144,8
"[-8.0, -1.0]","[3.5, -1.5]",56.43333333333333,56.46666666666667,"(34, 82)","(35, 84)",-8.0,3.5,0.033333333333338544,8
"[-9.0, -1.0]","[3.0, -1.5]",56.46666666666667,56.5,"(34, 82)","(35, 84)",-9.0,3.0,0.03333333333333144,8
"[-9.0, -1.0]","[3.0, -1.5]",56.5,56.53333333333333,"(34, 82)","(35, 84)",-9.0,3.0,0.03333333333333144,8
"[-9.0, -1.0]","[3.0, -1.5]",56.53333333333333,56.56666666666666,"(34, 82)","(35, 84)",-9.0,3.0,0.03333333333333144,8
