left_eye_from_center,right_eye_from_center,start_time,end_time,left_eye_dim,right_eye_dim,left_eye_x,right_eye_x,duration,slide
"[-7.5, -3.0]","[5.5, -0.5]",22.6,22.633333333333333,"(38, 84)","(40, 79)",-7.5,5.5,0.03333333333333144,5
"[-7.0, -2.0]","[5.5, -1.0]",22.633333333333333,22.666666666666668,"(36, 82)","(39, 79)",-7.0,5.5,0.03333333333333499,5
"[-7.0, -2.0]","[4.5, -0.5]",22.666666666666668,22.7,"(37, 83)","(39, 81)",-7.0,4.5,0.03333333333333144,5
"[-7.5, -3.5]","[3.5, -0.5]",22.7,22.733333333333334,"(37, 82)","(39, 81)",-7.5,3.5,0.03333333333333499,5
"[-8.0, -2.5]","[4.5, -1.5]",22.733333333333334,22.766666666666666,"(37, 82)","(39, 80)",-8.0,4.5,0.03333333333333144,5
"[-7.0, -2.5]","[4.0, -0.5]",22.766666666666666,22.8,"(36, 83)","(40, 82)",-7.0,4.0,0.03333333333333499,5
"[-7.5, -2.0]","[4.0, -1.0]",22.8,22.833333333333332,"(38, 83)","(40, 82)",-7.5,4.0,0.03333333333333144,5
"[-7.5, -3.0]","[5.0, -1.0]",22.833333333333332,22.866666666666667,"(39, 84)","(40, 81)",-7.5,5.0,0.03333333333333499,5
"[-8.0, -2.5]","[5.5, -1.0]",22.866666666666667,22.9,"(38, 84)","(41, 82)",-8.0,5.5,0.03333333333333144,5
"[-7.0, -3.0]","[5.0, -1.5]",22.9,22.933333333333337,"(38, 85)","(40, 82)",-7.0,5.0,0.033333333333338544,5
"[-7.5, -3.0]","[5.0, -1.0]",22.933333333333337,22.966666666666665,"(40, 85)","(42, 83)",-7.5,5.0,0.033333333333327886,5
"[-6.5, -3.0]","[6.5, -1.0]",22.966666666666665,23.0,"(38, 82)","(40, 77)",-6.5,6.5,0.03333333333333499,5
"[-6.0, -3.0]","[6.5, -1.0]",23.0,23.03333333333333,"(39, 84)","(40, 81)",-6.0,6.5,0.03333333333333144,5
"[-7.0, -3.5]","[5.5, -1.0]",23.03333333333333,23.066666666666663,"(39, 83)","(41, 81)",-7.0,5.5,0.03333333333333144,5
"[-6.5, -2.5]","[5.5, -0.5]",23.066666666666663,23.1,"(38, 83)","(40, 80)",-6.5,5.5,0.033333333333338544,5
"[-5.5, -2.0]","[8.0, 0.0]",23.1,23.133333333333333,"(40, 84)","(42, 82)",-5.5,8.0,0.03333333333333144,5
"[-6.0, -3.0]","[6.0, -1.0]",23.133333333333333,23.166666666666668,"(39, 83)","(42, 81)",-6.0,6.0,0.03333333333333499,5
"[-5.5, -2.5]","[6.5, -1.0]",23.166666666666668,23.2,"(38, 83)","(40, 80)",-5.5,6.5,0.03333333333333144,5
"[-4.5, -3.0]","[7.0, 0.0]",23.2,23.233333333333334,"(38, 82)","(41, 78)",-4.5,7.0,0.03333333333333499,5
"[-5.0, -3.0]","[8.0, -0.5]",23.233333333333334,23.266666666666666,"(40, 82)","(41, 78)",-5.0,8.0,0.03333333333333144,5
"[-5.0, -3.0]","[8.0, -0.5]",23.266666666666666,23.3,"(39, 84)","(41, 81)",-5.0,8.0,0.03333333333333499,5
"[-4.0, -2.5]","[6.5, -0.5]",23.3,23.333333333333332,"(38, 83)","(40, 79)",-4.0,6.5,0.03333333333333144,5
"[-3.5, -2.0]","[7.5, 0.0]",23.333333333333332,23.366666666666667,"(39, 83)","(41, 82)",-3.5,7.5,0.03333333333333499,5
"[-7.5, -2.5]","[5.0, -1.5]",23.366666666666667,23.4,"(37, 81)","(39, 78)",-7.5,5.0,0.03333333333333144,5
"[-10.5, -2.5]","[0.0, -1.5]",23.4,23.433333333333337,"(37, 82)","(39, 80)",-10.5,0.0,0.033333333333338544,5
"[-11.0, -2.5]","[0.0, -1.5]",23.433333333333337,23.466666666666665,"(36, 80)","(38, 78)",-11.0,0.0,0.033333333333327886,5
"[-10.0, -3.0]","[1.0, -1.0]",23.466666666666665,23.5,"(37, 80)","(38, 77)",-10.0,1.0,0.03333333333333499,5
"[-10.0, -2.5]","[1.5, -1.0]",23.5,23.53333333333333,"(36, 81)","(38, 79)",-10.0,1.5,0.03333333333333144,5
"[-10.5, -2.0]","[1.5, -1.0]",23.53333333333333,23.566666666666663,"(36, 80)","(37, 77)",-10.5,1.5,0.03333333333333144,5
"[-10.0, -2.0]","[1.5, -0.5]",23.566666666666663,23.6,"(37, 81)","(37, 78)",-10.0,1.5,0.033333333333338544,5
"[-10.5, -2.5]","[3.0, -0.5]",23.6,23.633333333333333,"(38, 82)","(38, 79)",-10.5,3.0,0.03333333333333144,5
"[-10.0, -2.0]","[3.5, -1.0]",23.633333333333333,23.666666666666668,"(36, 81)","(38, 78)",-10.0,3.5,0.03333333333333499,5
"[-9.5, -2.0]","[4.0, -1.0]",23.666666666666668,23.7,"(37, 82)","(38, 78)",-9.5,4.0,0.03333333333333144,5
"[-10.0, -1.5]","[5.0, -1.0]",23.7,23.733333333333334,"(37, 82)","(38, 80)",-10.0,5.0,0.03333333333333499,5
"[-10.0, -2.5]","[3.0, -1.0]",23.733333333333334,23.766666666666666,"(36, 82)","(37, 79)",-10.0,3.0,0.03333333333333144,5
"[-9.0, -2.0]","[2.5, -0.5]",23.766666666666666,23.8,"(38, 82)","(38, 78)",-9.0,2.5,0.03333333333333499,5
"[-10.0, -2.0]","[4.0, -1.0]",23.8,23.833333333333332,"(36, 83)","(38, 84)",-10.0,4.0,0.03333333333333144,5
"[-9.5, -2.0]","[1.0, -1.0]",23.833333333333332,23.866666666666667,"(37, 84)","(38, 85)",-9.5,1.0,0.03333333333333499,5
"[-9.0, -2.5]","[2.5, -1.0]",23.866666666666667,23.9,"(37, 85)","(39, 85)",-9.0,2.5,0.03333333333333144,5
"[-8.5, -2.5]","[2.5, -1.5]",23.9,23.933333333333337,"(36, 83)","(39, 80)",-8.5,2.5,0.033333333333338544,5
"[-9.5, -2.0]","[4.0, -1.5]",23.933333333333337,23.966666666666665,"(37, 84)","(37, 85)",-9.5,4.0,0.033333333333327886,5
"[-10.0, -2.5]","[1.5, -1.5]",23.966666666666665,24.0,"(37, 84)","(38, 83)",-10.0,1.5,0.03333333333333499,5
"[-9.0, -2.5]","[1.5, -1.0]",24.0,24.03333333333333,"(36, 84)","(38, 85)",-9.0,1.5,0.03333333333333144,5
"[-9.0, -2.0]","[1.5, -1.0]",24.03333333333333,24.066666666666663,"(37, 84)","(39, 80)",-9.0,1.5,0.03333333333333144,5
"[-9.0, -2.5]","[4.0, -0.5]",24.066666666666663,24.1,"(38, 86)","(39, 84)",-9.0,4.0,0.033333333333338544,5
"[-9.0, -2.0]","[2.0, -1.5]",24.1,24.133333333333333,"(38, 85)","(40, 84)",-9.0,2.0,0.03333333333333144,5
"[-8.5, -2.0]","[3.0, -1.0]",24.133333333333333,24.166666666666668,"(38, 85)","(40, 85)",-8.5,3.0,0.03333333333333499,5
"[-9.5, -2.0]","[2.5, -1.0]",24.166666666666668,24.2,"(38, 84)","(40, 85)",-9.5,2.5,0.03333333333333144,5
"[-9.0, -2.0]","[3.5, -1.0]",24.2,24.233333333333334,"(38, 84)","(40, 84)",-9.0,3.5,0.03333333333333499,5
"[-8.0, -2.0]","[3.0, -1.0]",24.233333333333334,24.266666666666666,"(38, 85)","(40, 84)",-8.0,3.0,0.03333333333333144,5
"[-8.5, -3.0]","[3.0, -1.0]",24.266666666666666,24.3,"(37, 84)","(39, 81)",-8.5,3.0,0.03333333333333499,5
"[-7.0, -2.5]","[5.5, -0.5]",24.3,24.333333333333332,"(37, 83)","(39, 80)",-7.0,5.5,0.03333333333333144,5
"[-7.5, -2.5]","[5.0, -0.5]",24.333333333333332,24.366666666666667,"(37, 82)","(39, 80)",-7.5,5.0,0.03333333333333499,5
"[-7.0, -2.5]","[7.0, -0.5]",24.366666666666667,24.4,"(37, 82)","(38, 78)",-7.0,7.0,0.03333333333333144,5
"[-6.0, -2.5]","[7.0, 0.0]",24.4,24.433333333333337,"(39, 85)","(41, 83)",-6.0,7.0,0.033333333333338544,5
"[-6.5, -2.5]","[5.5, -1.5]",24.433333333333337,24.466666666666665,"(39, 84)","(40, 83)",-6.5,5.5,0.033333333333327886,5
"[-7.0, -2.5]","[5.5, -1.0]",24.466666666666665,24.5,"(37, 84)","(39, 81)",-7.0,5.5,0.03333333333333499,5
"[-7.0, -1.5]","[6.5, -0.5]",24.5,24.53333333333333,"(38, 85)","(40, 78)",-7.0,6.5,0.03333333333333144,5
"[-8.5, -3.0]","[4.0, -1.0]",24.53333333333333,24.566666666666663,"(37, 85)","(40, 79)",-8.5,4.0,0.03333333333333144,5
"[-8.5, -2.5]","[4.5, -1.0]",24.566666666666663,24.6,"(37, 87)","(39, 83)",-8.5,4.5,0.033333333333338544,5
"[-7.5, -2.5]","[-1.5, 1.5]",24.6,24.633333333333333,"(36, 84)","(39, 77)",-7.5,-1.5,0.03333333333333144,5
"[-8.0, -2.0]","[5.5, -0.5]",24.633333333333333,24.666666666666668,"(38, 84)","(40, 78)",-8.0,5.5,0.03333333333333499,5
"[-7.0, -3.0]","[4.0, -1.0]",24.666666666666668,24.7,"(36, 86)","(39, 78)",-7.0,4.0,0.03333333333333144,5
"[-8.0, -3.0]","[5.0, -1.5]",24.7,24.733333333333334,"(38, 87)","(39, 79)",-8.0,5.0,0.03333333333333499,5
"[-7.5, -3.0]","[4.5, -1.5]",24.733333333333334,24.766666666666666,"(38, 85)","(40, 78)",-7.5,4.5,0.03333333333333144,5
"[-6.5, -3.0]","[4.0, -1.0]",24.766666666666666,24.8,"(38, 86)","(40, 79)",-6.5,4.0,0.03333333333333499,5
"[-7.0, -4.0]","[5.5, -1.0]",24.8,24.833333333333332,"(38, 90)","(40, 82)",-7.0,5.5,0.03333333333333144,5
"[-3.0, -4.0]","[0.0, 1.0]",24.833333333333332,24.866666666666667,"(39, 85)","(41, 78)",-3.0,0.0,0.03333333333333499,5
"[-4.5, -3.5]","[6.0, -1.5]",24.866666666666667,24.9,"(38, 86)","(40, 80)",-4.5,6.0,0.03333333333333144,5
"[-5.0, -3.0]","[5.0, 0.0]",24.9,24.933333333333337,"(37, 88)","(38, 82)",-5.0,5.0,0.033333333333338544,5
"[-5.0, -3.5]","[3.0, 0.0]",24.933333333333337,24.966666666666665,"(42, 88)","(43, 79)",-5.0,3.0,0.033333333333327886,5
"[-2.0, -3.0]","[-4.5, 0.5]",24.966666666666665,25.0,"(40, 88)","(41, 79)",-2.0,-4.5,0.03333333333333499,5
"[-2.0, -4.0]","[-4.5, 0.5]",25.0,25.03333333333333,"(38, 88)","(39, 83)",-2.0,-4.5,0.03333333333333144,5
"[-5.0, -4.0]","[0.5, 1.5]",25.03333333333333,25.066666666666663,"(37, 82)","(39, 78)",-5.0,0.5,0.03333333333333144,5
"[-4.0, -2.5]","[8.0, -0.5]",25.066666666666663,25.1,"(35, 82)","(37, 76)",-4.0,8.0,0.033333333333338544,5
"[-10.0, -2.5]","[2.0, -1.5]",25.1,25.133333333333333,"(36, 83)","(37, 79)",-10.0,2.0,0.03333333333333144,5
"[-10.5, -2.0]","[2.5, -1.5]",25.133333333333333,25.166666666666668,"(35, 83)","(37, 80)",-10.5,2.5,0.03333333333333499,5
"[-10.5, -2.5]","[2.0, -1.5]",25.166666666666668,25.2,"(35, 80)","(36, 78)",-10.5,2.0,0.03333333333333144,5
"[-10.0, -1.5]","[3.0, -1.0]",25.2,25.233333333333334,"(35, 82)","(37, 77)",-10.0,3.0,0.03333333333333499,5
"[-10.0, -1.5]","[2.5, -0.5]",25.233333333333334,25.266666666666666,"(35, 83)","(37, 81)",-10.0,2.5,0.03333333333333144,5
"[-10.5, -2.5]","[1.5, -1.5]",25.266666666666666,25.3,"(35, 85)","(38, 84)",-10.5,1.5,0.03333333333333499,5
"[-10.5, -2.5]","[0.0, -2.0]",25.3,25.333333333333332,"(35, 82)","(37, 79)",-10.5,0.0,0.03333333333333144,5
"[-10.0, -2.5]","[2.5, -1.5]",25.333333333333332,25.366666666666667,"(35, 85)","(37, 83)",-10.0,2.5,0.03333333333333499,5
"[-11.5, -2.5]","[-0.5, -1.5]",25.366666666666667,25.4,"(35, 83)","(37, 80)",-11.5,-0.5,0.03333333333333144,5
"[-11.5, -2.5]","[1.0, -1.5]",25.4,25.433333333333337,"(35, 83)","(38, 79)",-11.5,1.0,0.033333333333338544,5
"[-10.5, -2.5]","[1.5, -1.0]",25.433333333333337,25.466666666666665,"(36, 83)","(37, 82)",-10.5,1.5,0.033333333333327886,5
"[-11.5, -2.0]","[0.0, -1.5]",25.466666666666665,25.5,"(36, 84)","(38, 81)",-11.5,0.0,0.03333333333333499,5
"[-11.0, -2.0]","[1.5, -1.0]",25.5,25.53333333333333,"(37, 83)","(38, 80)",-11.0,1.5,0.03333333333333144,5
"[-10.5, -2.5]","[3.0, -1.0]",25.53333333333333,25.566666666666663,"(36, 84)","(39, 83)",-10.5,3.0,0.03333333333333144,5
"[-10.0, -2.0]","[1.5, -1.5]",25.566666666666663,25.6,"(36, 85)","(39, 85)",-10.0,1.5,0.033333333333338544,5
"[-10.5, -2.0]","[-0.5, -1.5]",25.6,25.633333333333333,"(37, 84)","(40, 84)",-10.5,-0.5,0.03333333333333144,5
"[-10.0, -2.5]","[1.0, -1.0]",25.633333333333333,25.666666666666668,"(37, 84)","(40, 84)",-10.0,1.0,0.03333333333333499,5
"[-10.0, -2.5]","[2.0, -1.0]",25.666666666666668,25.7,"(36, 84)","(38, 84)",-10.0,2.0,0.03333333333333144,5
"[-10.0, -2.0]","[2.0, -1.0]",25.7,25.733333333333334,"(37, 85)","(39, 83)",-10.0,2.0,0.03333333333333499,5
"[-9.5, -2.5]","[2.5, -1.5]",25.733333333333334,25.766666666666666,"(37, 86)","(39, 82)",-9.5,2.5,0.03333333333333144,5
"[-10.0, -3.5]","[1.0, -1.5]",25.766666666666666,25.8,"(36, 83)","(39, 78)",-10.0,1.0,0.03333333333333499,5
"[-8.5, -2.0]","[3.0, -1.5]",25.8,25.833333333333332,"(37, 81)","(38, 77)",-8.5,3.0,0.03333333333333144,5
"[-9.5, -2.5]","[1.5, -1.0]",25.833333333333332,25.866666666666667,"(37, 82)","(38, 76)",-9.5,1.5,0.03333333333333499,5
"[-9.0, -2.5]","[3.0, -1.0]",25.866666666666667,25.9,"(42, 88)","(44, 81)",-9.0,3.0,0.03333333333333144,5
"[-6.0, -1.0]","[-0.5, -2.0]",25.9,25.933333333333337,"(36, 82)","(38, 76)",-6.0,-0.5,0.033333333333338544,5
"[-10.0, -3.0]","[4.0, -1.0]",25.933333333333337,25.966666666666665,"(36, 81)","(38, 76)",-10.0,4.0,0.033333333333327886,5
"[-8.5, -2.0]","[3.0, -1.0]",25.966666666666665,26.0,"(36, 81)","(38, 76)",-8.5,3.0,0.03333333333333499,5
"[-8.5, -3.0]","[5.0, -1.0]",26.0,26.03333333333333,"(37, 83)","(39, 79)",-8.5,5.0,0.03333333333333144,5
"[-7.5, -2.5]","[2.5, -0.5]",26.03333333333333,26.066666666666663,"(37, 82)","(39, 80)",-7.5,2.5,0.03333333333333144,5
"[-9.0, -2.5]","[4.0, -1.5]",26.066666666666663,26.1,"(38, 84)","(39, 82)",-9.0,4.0,0.033333333333338544,5
"[-9.0, -3.0]","[3.0, -1.5]",26.1,26.133333333333333,"(37, 84)","(40, 82)",-9.0,3.0,0.03333333333333144,5
"[-8.0, -2.5]","[3.0, -2.0]",26.133333333333333,26.166666666666668,"(37, 85)","(39, 83)",-8.0,3.0,0.03333333333333499,5
"[-8.5, -2.5]","[3.5, -1.5]",26.166666666666668,26.2,"(38, 85)","(40, 83)",-8.5,3.5,0.03333333333333144,5
"[-8.5, -3.0]","[3.5, -1.0]",26.2,26.233333333333334,"(38, 85)","(41, 84)",-8.5,3.5,0.03333333333333499,5
"[-7.5, -3.0]","[4.0, -1.5]",26.233333333333334,26.266666666666666,"(38, 85)","(40, 84)",-7.5,4.0,0.03333333333333144,5
"[-7.5, -2.0]","[3.0, -1.0]",26.266666666666666,26.3,"(37, 84)","(40, 82)",-7.5,3.0,0.03333333333333499,5
"[-7.0, -2.5]","[4.0, -1.0]",26.3,26.333333333333332,"(38, 84)","(40, 80)",-7.0,4.0,0.03333333333333144,5
"[-7.0, -3.0]","[4.0, -1.0]",26.333333333333332,26.366666666666667,"(37, 84)","(38, 81)",-7.0,4.0,0.03333333333333499,5
"[-7.0, -2.5]","[4.5, -1.0]",26.366666666666667,26.4,"(38, 84)","(41, 81)",-7.0,4.5,0.03333333333333144,5
"[-7.0, -3.0]","[4.5, -1.5]",26.4,26.433333333333337,"(38, 85)","(41, 81)",-7.0,4.5,0.033333333333338544,5
"[-6.5, -3.0]","[4.5, -1.5]",26.433333333333337,26.466666666666665,"(37, 83)","(40, 79)",-6.5,4.5,0.033333333333327886,5
"[-5.5, -2.5]","[5.5, -1.0]",26.466666666666665,26.5,"(37, 83)","(39, 80)",-5.5,5.5,0.03333333333333499,5
"[-5.5, -2.5]","[6.0, -0.5]",26.5,26.53333333333333,"(36, 82)","(40, 78)",-5.5,6.0,0.03333333333333144,5
"[-5.0, -2.0]","[8.0, 0.0]",26.53333333333333,26.566666666666663,"(36, 84)","(39, 82)",-5.0,8.0,0.03333333333333144,5
"[-5.0, -3.0]","[9.0, -0.5]",26.566666666666663,26.6,"(38, 83)","(41, 81)",-5.0,9.0,0.033333333333338544,5
"[-4.5, -3.0]","[7.5, -0.5]",26.6,26.633333333333333,"(38, 83)","(40, 81)",-4.5,7.5,0.03333333333333144,5
"[-4.5, -3.0]","[8.5, 0.0]",26.633333333333333,26.666666666666668,"(37, 84)","(40, 82)",-4.5,8.5,0.03333333333333499,5
"[-7.0, -2.5]","[4.0, -1.0]",26.666666666666668,26.7,"(37, 84)","(40, 81)",-7.0,4.0,0.03333333333333144,5
"[-9.0, -2.5]","[2.5, -1.0]",26.7,26.733333333333334,"(35, 83)","(37, 81)",-9.0,2.5,0.03333333333333499,5
"[-9.5, -1.5]","[-0.5, -1.5]",26.733333333333334,26.766666666666666,"(34, 82)","(36, 80)",-9.5,-0.5,0.03333333333333144,5
"[-10.0, -1.0]","[2.0, -1.0]",26.766666666666666,26.8,"(34, 82)","(36, 79)",-10.0,2.0,0.03333333333333499,5
"[-9.0, -1.0]","[1.5, 0.0]",26.8,26.833333333333332,"(35, 82)","(37, 80)",-9.0,1.5,0.03333333333333144,5
"[-10.0, -2.5]","[1.0, -1.5]",26.833333333333332,26.866666666666667,"(36, 85)","(38, 81)",-10.0,1.0,0.03333333333333499,5
"[-10.5, -2.0]","[0.5, -1.0]",26.866666666666667,26.9,"(37, 84)","(39, 82)",-10.5,0.5,0.03333333333333144,5
"[-9.0, -2.5]","[3.0, -1.5]",26.9,26.933333333333337,"(35, 81)","(37, 76)",-9.0,3.0,0.033333333333338544,6
"[-10.5, -2.5]","[4.0, -0.5]",26.933333333333337,26.966666666666665,"(36, 82)","(38, 77)",-10.5,4.0,0.033333333333327886,6
"[-10.0, -2.0]","[3.5, -1.0]",26.966666666666665,27.0,"(35, 81)","(37, 77)",-10.0,3.5,0.03333333333333499,6
"[-10.5, -2.5]","[2.5, -1.5]",27.0,27.03333333333333,"(37, 83)","(37, 78)",-10.5,2.5,0.03333333333333144,6
"[-10.5, -2.5]","[2.0, -1.5]",27.03333333333333,27.066666666666663,"(35, 84)","(36, 83)",-10.5,2.0,0.03333333333333144,6
"[-10.0, -1.5]","[3.5, -1.0]",27.066666666666663,27.1,"(36, 86)","(34, 88)",-10.0,3.5,0.033333333333338544,6
"[-9.0, -1.0]","[2.0, -1.0]",27.1,27.133333333333333,"(37, 85)","(36, 85)",-9.0,2.0,0.03333333333333144,6
"[-9.5, -1.5]","[3.5, -1.0]",27.133333333333333,27.166666666666668,"(37, 84)","(37, 86)",-9.5,3.5,0.03333333333333499,6
"[-8.0, -0.5]","[1.0, -1.5]",27.166666666666668,27.2,"(38, 83)","(37, 85)",-8.0,1.0,0.03333333333333144,6
"[-8.5, -1.0]","[2.5, -1.5]",27.2,27.233333333333334,"(38, 83)","(37, 85)",-8.5,2.5,0.03333333333333499,6
"[-8.5, -1.0]","[2.5, -1.5]",27.233333333333334,27.266666666666666,"(38, 83)","(37, 85)",-8.5,2.5,0.03333333333333144,6
"[-8.5, -1.0]","[2.5, -1.5]",27.266666666666666,27.3,"(33, 81)","(31, 81)",-8.5,2.5,0.03333333333333499,6
"[-9.5, -0.5]","[4.5, -0.5]",27.3,27.333333333333332,"(32, 80)","(33, 78)",-9.5,4.5,0.03333333333333144,6
"[-9.0, -1.0]","[5.0, -0.5]",27.333333333333332,27.366666666666667,"(33, 81)","(37, 79)",-9.0,5.0,0.03333333333333499,6
"[-9.5, -1.5]","[2.5, -0.5]",27.366666666666667,27.4,"(29, 77)","(35, 76)",-9.5,2.5,0.03333333333333144,6
"[-4.5, -1.5]","[0.0, -1.5]",27.4,27.433333333333337,"(32, 77)","(35, 73)",-4.5,0.0,0.033333333333338544,6
"[-8.5, -2.0]","[3.5, -1.5]",27.433333333333337,27.466666666666665,"(33, 75)","(35, 70)",-8.5,3.5,0.033333333333327886,6
"[-7.5, -2.5]","[3.0, -1.5]",27.466666666666665,27.5,"(33, 80)","(36, 79)",-7.5,3.0,0.03333333333333499,6
"[-9.0, -2.5]","[1.5, -2.0]",27.5,27.53333333333333,"(35, 82)","(37, 78)",-9.0,1.5,0.03333333333333144,6
"[-9.0, -1.5]","[1.0, -1.5]",27.53333333333333,27.566666666666663,"(35, 80)","(38, 78)",-9.0,1.0,0.03333333333333144,6
"[-8.0, -2.5]","[2.0, -1.0]",27.566666666666663,27.6,"(34, 78)","(37, 75)",-8.0,2.0,0.033333333333338544,6
"[-7.0, -2.0]","[3.5, -0.5]",27.6,27.633333333333333,"(35, 79)","(37, 77)",-7.0,3.5,0.03333333333333144,6
"[-7.5, -1.5]","[3.5, -0.5]",27.633333333333333,27.666666666666668,"(34, 78)","(38, 77)",-7.5,3.5,0.03333333333333499,6
"[-6.0, -2.0]","[3.5, -1.0]",27.666666666666668,27.7,"(35, 79)","(37, 75)",-6.0,3.5,0.03333333333333144,6
"[-6.5, -2.5]","[3.5, -0.5]",27.7,27.733333333333334,"(36, 79)","(38, 75)",-6.5,3.5,0.03333333333333499,6
"[-6.5, -3.0]","[4.5, -1.0]",27.733333333333334,27.766666666666666,"(34, 79)","(37, 76)",-6.5,4.5,0.03333333333333144,6
"[-6.5, -2.0]","[4.0, -0.5]",27.766666666666666,27.8,"(36, 81)","(39, 77)",-6.5,4.0,0.03333333333333499,6
"[-7.5, -2.0]","[3.5, -0.5]",27.8,27.833333333333332,"(37, 82)","(40, 76)",-7.5,3.5,0.03333333333333144,6
"[-7.0, -2.5]","[5.0, -1.0]",27.833333333333332,27.866666666666667,"(37, 78)","(40, 71)",-7.0,5.0,0.03333333333333499,6
"[-7.0, -2.5]","[5.5, -1.0]",27.866666666666667,27.9,"(38, 80)","(41, 74)",-7.0,5.5,0.03333333333333144,6
"[-5.0, -4.0]","[5.0, -1.5]",27.9,27.933333333333337,"(39, 81)","(41, 75)",-5.0,5.0,0.033333333333338544,6
"[-6.5, -3.5]","[4.5, -1.5]",27.933333333333337,27.966666666666665,"(40, 79)","(40, 73)",-6.5,4.5,0.033333333333327886,6
"[-6.5, -4.0]","[7.5, -1.0]",27.966666666666665,28.0,"(39, 80)","(41, 73)",-6.5,7.5,0.03333333333333499,6
"[-5.0, -3.5]","[6.5, -0.5]",28.0,28.03333333333333,"(38, 81)","(41, 73)",-5.0,6.5,0.03333333333333144,6
"[-5.5, -4.0]","[6.5, -1.5]",28.03333333333333,28.066666666666663,"(39, 84)","(41, 76)",-5.5,6.5,0.03333333333333144,6
"[-5.0, -3.5]","[6.0, -1.5]",28.066666666666663,28.1,"(35, 79)","(37, 70)",-5.0,6.0,0.033333333333338544,6
"[-9.5, -3.5]","[2.0, -2.5]",28.1,28.133333333333333,"(34, 79)","(36, 72)",-9.5,2.0,0.03333333333333144,6
"[-8.5, -3.0]","[2.0, -2.0]",28.133333333333333,28.166666666666668,"(34, 80)","(37, 73)",-8.5,2.0,0.03333333333333499,6
"[-11.0, -2.0]","[-0.5, -1.5]",28.166666666666668,28.2,"(35, 79)","(38, 72)",-11.0,-0.5,0.03333333333333144,6
"[-10.5, -2.5]","[1.0, -2.0]",28.2,28.233333333333334,"(35, 79)","(37, 72)",-10.5,1.0,0.03333333333333499,6
"[-11.5, -2.5]","[1.0, -1.5]",28.233333333333334,28.266666666666666,"(35, 82)","(37, 75)",-11.5,1.0,0.03333333333333144,6
"[-11.0, -2.5]","[0.5, -1.5]",28.266666666666666,28.3,"(36, 82)","(38, 75)",-11.0,0.5,0.03333333333333499,6
"[-10.0, -3.0]","[0.5, -2.0]",28.3,28.333333333333332,"(36, 82)","(39, 77)",-10.0,0.5,0.03333333333333144,6
"[-9.0, -3.0]","[0.5, -1.5]",28.333333333333332,28.366666666666667,"(35, 81)","(38, 74)",-9.0,0.5,0.03333333333333499,6
"[-9.5, -3.5]","[2.0, -1.0]",28.366666666666667,28.4,"(36, 80)","(38, 73)",-9.5,2.0,0.03333333333333144,6
"[-9.0, -3.0]","[3.5, -1.0]",28.4,28.433333333333337,"(35, 80)","(38, 74)",-9.0,3.5,0.033333333333338544,6
"[-10.0, -3.5]","[3.0, -2.0]",28.433333333333337,28.466666666666665,"(35, 80)","(37, 75)",-10.0,3.0,0.033333333333327886,6
"[-9.0, -3.5]","[3.5, -1.5]",28.466666666666665,28.5,"(37, 79)","(38, 72)",-9.0,3.5,0.03333333333333499,6
"[-8.5, -3.5]","[5.0, -1.0]",28.5,28.53333333333333,"(36, 80)","(39, 74)",-8.5,5.0,0.03333333333333144,6
"[-9.0, -3.0]","[3.0, -1.5]",28.53333333333333,28.566666666666663,"(37, 80)","(40, 75)",-9.0,3.0,0.03333333333333144,6
"[-9.0, -3.5]","[1.5, -2.0]",28.566666666666663,28.6,"(37, 79)","(40, 77)",-9.0,1.5,0.033333333333338544,6
"[-9.5, -3.5]","[1.5, -2.0]",28.6,28.633333333333333,"(35, 78)","(38, 75)",-9.5,1.5,0.03333333333333144,6
"[-9.0, -2.5]","[3.5, -1.0]",28.633333333333333,28.666666666666668,"(36, 80)","(40, 78)",-9.0,3.5,0.03333333333333499,6
"[-9.0, -3.0]","[3.0, -2.0]",28.666666666666668,28.7,"(37, 80)","(39, 76)",-9.0,3.0,0.03333333333333144,6
"[-9.0, -3.5]","[5.0, -1.5]",28.7,28.733333333333334,"(38, 83)","(40, 79)",-9.0,5.0,0.03333333333333499,6
"[-9.5, -4.0]","[3.5, -2.0]",28.733333333333334,28.766666666666666,"(37, 82)","(40, 77)",-9.5,3.5,0.03333333333333144,6
"[-7.0, -3.5]","[2.5, -2.0]",28.766666666666666,28.8,"(36, 81)","(38, 75)",-7.0,2.5,0.03333333333333499,6
"[-9.5, -3.0]","[3.5, -1.0]",28.8,28.833333333333332,"(37, 81)","(39, 75)",-9.5,3.5,0.03333333333333144,6
"[-8.5, -3.5]","[3.5, -1.5]",28.833333333333332,28.866666666666667,"(36, 80)","(38, 75)",-8.5,3.5,0.03333333333333499,6
"[-8.0, -3.0]","[4.5, -1.0]",28.866666666666667,28.9,"(34, 82)","(38, 78)",-8.0,4.5,0.03333333333333144,6
"[-10.0, -2.0]","[-1.0, -2.0]",28.9,28.933333333333337,"(32, 80)","(37, 75)",-10.0,-1.0,0.033333333333338544,6
"[-8.0, -2.0]","[0.5, -0.5]",28.933333333333337,28.966666666666665,"(31, 80)","(36, 73)",-8.0,0.5,0.033333333333327886,6
"[-10.0, -1.5]","[2.5, -1.0]",28.966666666666665,29.0,"(32, 80)","(36, 74)",-10.0,2.5,0.03333333333333499,6
